,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
102,A03AA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",camylofin,camylofin,A03AA,A03A,A03,A0,A,No
103,A03AA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",mebeverine,mebeverine,A03AA,A03A,A03,A0,A,No
104,A03AA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",trimebutine,trimebutine,A03AA,A03A,A03,A0,A,No
105,A03AA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",rociverine,rociverine,A03AA,A03A,A03,A0,A,No
106,A03AA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",dicycloverine,dicycloverine,A03AA,A03A,A03,A0,A,No
107,A03AA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",dihexyverine,dihexyverine,A03AA,A03A,A03,A0,A,No
108,A03AA09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",difemerine,difemerine,A03AA,A03A,A03,A0,A,No
109,A03AA30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",piperidolate,piperidolate,A03AA,A03A,A03,A0,A,No
110,A03AB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",benzilone,benzilone,A03AB,A03A,A03,A0,A,No
111,A03AB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",glycopyrronium bromide,glycopyrronium bromide,A03AB,A03A,A03,A0,A,Yes
112,A03AB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",oxyphenonium,oxyphenonium,A03AB,A03A,A03,A0,A,No
113,A03AB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",penthienate,penthienate,A03AB,A03A,A03,A0,A,No
114,A03AB05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",propantheline,propantheline,A03AB,A03A,A03,A0,A,No
115,A03AB06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",otilonium bromide,otilonium bromide,A03AB,A03A,A03,A0,A,No
116,A03AB07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",methantheline,methantheline,A03AB,A03A,A03,A0,A,No
117,A03AB08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",tridihexethyl,tridihexethyl,A03AB,A03A,A03,A0,A,No
118,A03AB09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",isopropamide,isopropamide,A03AB,A03A,A03,A0,A,No
119,A03AB10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",hexocyclium,hexocyclium,A03AB,A03A,A03,A0,A,No
120,A03AB11,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",poldine,poldine,A03AB,A03A,A03,A0,A,No
121,A03AB12,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",mepenzolate,mepenzolate,A03AB,A03A,A03,A0,A,No
122,A03AB13,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",bevonium,bevonium,A03AB,A03A,A03,A0,A,No
123,A03AB14,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",pipenzolate,pipenzolate,A03AB,A03A,A03,A0,A,No
124,A03AB15,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",diphemanil,diphemanil,A03AB,A03A,A03,A0,A,No
125,A03AB16,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",(2-benzhydryloxyethyl)diethyl-methylammonium iodide,(2-benzhydryloxyethyl)diethyl-methylammonium iodide,A03AB,A03A,A03,A0,A,No
126,A03AB17,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",tiemonium iodide,tiemonium iodide,A03AB,A03A,A03,A0,A,No
127,A03AB18,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",prifinium bromide,prifinium bromide,A03AB,A03A,A03,A0,A,No
128,A03AB19,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",timepidium bromide,timepidium bromide,A03AB,A03A,A03,A0,A,No
129,A03AB21,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds",fenpiverinium,fenpiverinium,A03AB,A03A,A03,A0,A,No
130,A03AB53,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, quaternary ammonium compounds","oxyphenonium, combinations","oxyphenonium, combinations",A03AB,A03A,A03,A0,A,No
131,A03AC02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines",dimethylaminopropionylphenothiazine,dimethylaminopropionylphenothiazine,A03AC,A03A,A03,A0,A,No
132,A03AC04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines",nicofetamide,nicofetamide,A03AC,A03A,A03,A0,A,No
133,A03AC05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic antispasmodics, amides with tertiary amines",tiropramide,tiropramide,A03AC,A03A,A03,A0,A,No
134,A03AD01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives,papaverine,papaverine,A03AD,A03A,A03,A0,A,No
135,A03AD02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives,drotaverine,drotaverine,A03AD,A03A,A03,A0,A,No
136,A03AD30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Papaverine and derivatives,moxaverine,moxaverine,A03AD,A03A,A03,A0,A,No
137,A03AE01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Serotonin receptor antagonists,alosetron,alosetron,A03AE,A03A,A03,A0,A,No
138,A03AE03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Serotonin receptor antagonists,cilansetron,cilansetron,A03AE,A03A,A03,A0,A,No
139,A03AX01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,fenpiprane,fenpiprane,A03AX,A03A,A03,A0,A,No
140,A03AX02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,diisopromine,diisopromine,A03AX,A03A,A03,A0,A,No
141,A03AX03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,chlorbenzoxamine,chlorbenzoxamine,A03AX,A03A,A03,A0,A,No
142,A03AX04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,pinaverium,pinaverium,A03AX,A03A,A03,A0,A,No
143,A03AX05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,fenoverine,fenoverine,A03AX,A03A,A03,A0,A,No
144,A03AX06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,idanpramine,idanpramine,A03AX,A03A,A03,A0,A,No
145,A03AX07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,proxazole,proxazole,A03AX,A03A,A03,A0,A,No
146,A03AX08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,alverine,alverine,A03AX,A03A,A03,A0,A,No
147,A03AX09,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,trepibutone,trepibutone,A03AX,A03A,A03,A0,A,No
148,A03AX10,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,isometheptene,isometheptene,A03AX,A03A,A03,A0,A,No
149,A03AX11,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,caroverine,caroverine,A03AX,A03A,A03,A0,A,No
150,A03AX12,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,phloroglucinol,phloroglucinol,A03AX,A03A,A03,A0,A,No
151,A03AX13,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,silicones,silicones,A03AX,A03A,A03,A0,A,No
152,A03AX30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,trimethyldiphenylpropylamine,trimethyldiphenylpropylamine,A03AX,A03A,A03,A0,A,No
153,A03AX58,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,Other drugs for functional gastrointestinal disorders,"alverine, combinations","alverine, combinations",A03AX,A03A,A03,A0,A,No
154,A03BA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines",atropine,atropine,A03BA,A03B,A03,A0,A,No
155,A03BA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines",hyoscyamine,hyoscyamine,A03BA,A03B,A03,A0,A,No
156,A03BA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, tertiary amines",belladonna total alkaloids,belladonna total alkaloids,A03BA,A03B,A03,A0,A,No
157,A03BB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",butylscopolamine,butylscopolamine,A03BB,A03B,A03,A0,A,No
158,A03BB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",methylatropine,methylatropine,A03BB,A03B,A03,A0,A,No
159,A03BB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",methylscopolamine,methylscopolamine,A03BB,A03B,A03,A0,A,No
160,A03BB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",fentonium,fentonium,A03BB,A03B,A03,A0,A,No
161,A03BB05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"BELLADONNA AND DERIVATIVES, PLAIN","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",cimetropium bromide,cimetropium bromide,A03BB,A03B,A03,A0,A,No
162,A03CA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,isopropamide and psycholeptics,isopropamide and psycholeptics,A03CA,A03C,A03,A0,A,No
163,A03CA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,clidinium and psycholeptics,clidinium and psycholeptics,A03CA,A03C,A03,A0,A,No
164,A03CA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,oxyphencyclimine and psycholeptics,oxyphencyclimine and psycholeptics,A03CA,A03C,A03,A0,A,No
165,A03CA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,otilonium bromide and psycholeptics,otilonium bromide and psycholeptics,A03CA,A03C,A03,A0,A,No
166,A03CA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,glycopyrronium bromide and psycholeptics,glycopyrronium bromide and psycholeptics,A03CA,A03C,A03,A0,A,No
167,A03CA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,bevonium and psycholeptics,bevonium and psycholeptics,A03CA,A03C,A03,A0,A,No
168,A03CA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,ambutonium and psycholeptics,ambutonium and psycholeptics,A03CA,A03C,A03,A0,A,No
169,A03CA08,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,diphemanil and psycholeptics,diphemanil and psycholeptics,A03CA,A03C,A03,A0,A,No
170,A03CA30,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,emepronium and psycholeptics,emepronium and psycholeptics,A03CA,A03C,A03,A0,A,No
171,A03CA34,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Synthetic anticholinergic agents in combination with psycholeptics,propantheline and psycholeptics,propantheline and psycholeptics,A03CA,A03C,A03,A0,A,No
172,A03CB01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics,methylscopolamine and psycholeptics,methylscopolamine and psycholeptics,A03CB,A03C,A03,A0,A,No
173,A03CB02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics,belladonna total alkaloids and psycholeptics,belladonna total alkaloids and psycholeptics,A03CB,A03C,A03,A0,A,No
174,A03CB03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics,atropine and psycholeptics,atropine and psycholeptics,A03CB,A03C,A03,A0,A,No
175,A03CB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics,methylhomatropine and psycholeptics,methylhomatropine and psycholeptics,A03CB,A03C,A03,A0,A,No
176,A03CB31,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,Belladonna and derivatives in combination with psycholeptics,hyoscyamine and psycholeptics,hyoscyamine and psycholeptics,A03CB,A03C,A03,A0,A,No
177,A03DA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,tropenzilone and analgesics,tropenzilone and analgesics,A03DA,A03D,A03,A0,A,No
178,A03DA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,pitofenone and analgesics,pitofenone and analgesics,A03DA,A03D,A03,A0,A,No
179,A03DA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,bevonium and analgesics,bevonium and analgesics,A03DA,A03D,A03,A0,A,No
180,A03DA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,ciclonium and analgesics,ciclonium and analgesics,A03DA,A03D,A03,A0,A,No
181,A03DA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,camylofin and analgesics,camylofin and analgesics,A03DA,A03D,A03,A0,A,No
182,A03DA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,trospium and analgesics,trospium and analgesics,A03DA,A03D,A03,A0,A,No
183,A03DA07,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Synthetic anticholinergic agents in combination with analgesics,tiemonium iodide and analgesics,tiemonium iodide and analgesics,A03DA,A03D,A03,A0,A,No
184,A03DB04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ANTISPASMODICS IN COMBINATION WITH ANALGESICS,Belladonna and derivatives in combination with analgesics,butylscopolamine and analgesics,butylscopolamine and analgesics,A03DB,A03D,A03,A0,A,No
185,A03FA01,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,metoclopramide,metoclopramide,A03FA,A03F,A03,A0,A,No
186,A03FA02,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,cisapride,cisapride,A03FA,A03F,A03,A0,A,No
187,A03FA03,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,domperidone,domperidone,A03FA,A03F,A03,A0,A,No
188,A03FA04,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,bromopride,bromopride,A03FA,A03F,A03,A0,A,No
189,A03FA05,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,alizapride,alizapride,A03FA,A03F,A03,A0,A,No
190,A03FA06,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,clebopride,clebopride,A03FA,A03F,A03,A0,A,No
